policy_tenure,age_of_car,age_of_policyholder,area_cluster,population_density,segment,fuel_type,max_torque,is_adjustable_steering,is_parking_sensors,displacement,cylinder,steering_type,length,width,is_front_fog_lights,is_brake_assist,is_power_door_locks,is_central_locking,is_driver_seat_height_adjustable,is_day_night_rear_view_mirror,is_ecw,is_speed_alert,is_claim
0.061270801,0.04,0.346153846,5,7788,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
1.006744301,0.02,0.673076923,1,73430,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.645961338,0.01,0.451923077,20,8794,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.01201898,0.0,0.567307692,17,34738,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.539632105,0.0,0.701923077,15,4076,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.422478176,0.01,0.346153846,20,8794,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.170239789,0.15,0.528846154,5,7788,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
1.231168512,0.06,0.490384615,20,8794,1,0,6,0,1,998,3,2,3655,1620,0,0,1,1,0,0,1,1,0
0.412777323,0.04,0.384615385,11,27003,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
0.400296733,0.01,0.509615385,17,34738,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.267467507,0.02,0.375,11,27003,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
1.214557718,0.11,0.298076923,17,34738,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.034282471,0.0,0.317307692,8,65567,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.967012975,0.0,0.548076923,20,8794,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
0.083240233,0.09,0.644230769,4,5410,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
0.650373304,0.09,0.480769231,20,8794,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.130210086,0.06,0.394230769,14,16733,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.708336289,0.12,0.673076923,20,8794,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
0.128098696,0.01,0.394230769,15,4076,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.448534769,0.19,0.317307692,0,4990,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
0.070199563,0.01,0.75,21,17804,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.897843585,0.09,0.721153846,1,73430,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
1.126909594,0.06,0.663461538,11,27003,1,0,6,0,1,998,3,2,3655,1620,0,0,1,1,0,0,1,1,0
0.133461579,0.01,0.355769231,15,4076,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.717465062,0.09,0.5,20,8794,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.092260408,0.13,0.451923077,0,4990,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.13185646,0.01,0.557692308,1,73430,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
1.164293742,0.04,0.384615385,11,27003,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
1.174034778,0.18,0.605769231,20,8794,5,0,7,0,1,1196,4,1,3675,1475,0,0,0,0,0,0,0,1,0
0.610205726,0.07,0.384615385,17,34738,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
0.750877459,0.1,0.442307692,17,34738,2,1,3,1,1,1497,4,0,3990,1755,0,0,1,1,0,0,1,1,0
0.850575858,0.11,0.298076923,17,34738,0,2,8,0,0,999,3,0,3731,1579,0,0,1,1,0,1,1,1,0
0.297715367,0.05,0.336538462,1,73430,2,2,0,1,1,1197,4,0,3990,1745,1,1,1,1,1,1,1,1,0
0.099464652,0.07,0.403846154,17,34738,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
1.180098605,0.06,0.836538462,20,8794,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
1.097164157,0.03,0.432692308,5,7788,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
0.301792891,0.17,0.586538462,20,8794,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
0.622793986,0.02,0.548076923,17,34738,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.925330448,0.13,0.432692308,20,8794,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
0.06216556,0.0,0.384615385,17,34738,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.097810479,0.21,0.365384615,17,34738,3,2,0,1,1,1197,4,0,3995,1735,1,1,1,1,1,1,1,1,0
1.144161228,0.21,0.375,20,8794,1,0,6,0,1,998,3,2,3655,1620,0,0,1,1,0,0,1,1,0
0.447279009,0.12,0.346153846,19,6112,1,0,6,0,1,998,3,2,3655,1620,0,0,1,1,0,0,1,1,0
0.082693306,0.08,0.326923077,17,34738,1,0,6,0,1,998,3,2,3655,1620,0,0,1,1,0,0,1,1,0
0.121974647,0.03,0.375,20,8794,2,2,0,1,1,1197,4,0,3990,1745,1,1,1,1,1,1,1,1,0
0.223030146,0.17,0.375,20,8794,1,0,6,0,1,998,3,2,3655,1620,0,0,1,1,0,0,1,1,0
1.012793135,0.06,0.442307692,5,7788,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
0.428739047,0.15,0.298076923,15,4076,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
0.084560152,0.14,0.298076923,19,6112,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
0.273177997,0.06,0.336538462,11,27003,2,2,0,1,1,1197,4,0,3990,1745,1,1,1,1,1,1,1,1,0
0.305510922,0.03,0.557692308,17,34738,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.902464495,0.01,0.317307692,20,8794,5,0,7,0,1,1196,4,1,3675,1475,0,0,0,0,0,0,0,1,0
0.266439161,0.05,0.471153846,5,7788,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.081116446,0.05,0.336538462,8,65567,1,0,6,0,1,998,3,2,3655,1620,0,0,1,1,0,0,1,1,0
0.070888237,0.01,0.567307692,5,7788,5,0,7,0,1,1196,4,1,3675,1475,0,0,0,0,0,0,0,1,0
0.642858083,0.04,0.730769231,17,34738,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.441424105,0.02,0.788461538,11,27003,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.554869414,0.01,0.394230769,17,34738,5,0,7,0,1,1196,4,1,3675,1475,0,0,0,0,0,0,0,1,0
0.306480993,0.01,0.471153846,20,8794,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
0.406716906,0.04,0.461538462,0,4990,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
1.069955187,0.04,0.615384615,5,7788,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,1
1.103458288,0.17,0.75,20,8794,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
0.40266149,0.03,0.384615385,17,34738,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
1.239822844,0.01,0.451923077,20,8794,3,1,2,1,1,1498,4,0,3995,1695,1,0,1,1,1,1,1,1,0
1.0860603,0.15,0.519230769,2,6108,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
1.139723023,0.14,0.759615385,20,8794,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.317548611,0.03,0.567307692,17,34738,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
1.139097929,0.04,0.519230769,5,7788,1,0,6,0,1,998,3,2,3655,1620,0,0,1,1,0,0,1,1,0
0.31995685,0.02,0.653846154,18,13051,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
1.06426594,0.19,0.740384615,17,34738,2,1,3,1,1,1497,4,0,3990,1755,0,0,1,1,0,0,1,1,0
1.176973787,0.1,0.403846154,9,35036,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
1.22183008,0.06,0.653846154,15,4076,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
1.146428399,0.07,0.730769231,20,8794,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,1
0.084764747,0.13,0.5,6,290,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
1.119732831,0.12,0.442307692,20,8794,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
1.136501179,0.07,0.653846154,20,8794,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.701236063,0.08,0.615384615,10,27742,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
1.00722077,0.13,0.317307692,4,5410,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
1.215153208,0.08,0.807692308,20,8794,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.117808416,0.05,0.740384615,20,8794,2,2,0,1,1,1197,4,0,3990,1745,1,1,1,1,1,1,1,1,0
1.139757998,0.03,0.740384615,20,8794,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
0.276756826,0.11,0.615384615,6,290,3,1,2,1,1,1498,4,0,3995,1695,1,0,1,1,1,1,1,1,0
1.075037372,0.1,0.326923077,20,8794,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
0.970067873,0.06,0.557692308,20,8794,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.867521447,0.02,0.403846154,17,34738,2,1,3,1,1,1497,4,0,3990,1755,0,0,1,1,0,0,1,1,0
0.629422481,0.1,0.384615385,17,34738,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.983399788,0.14,0.480769231,20,8794,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
0.564568957,0.18,0.692307692,20,8794,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.156846568,0.05,0.307692308,18,13051,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.467200946,0.03,0.326923077,5,7788,1,0,6,0,1,998,3,2,3655,1620,0,0,1,1,0,0,1,1,0
0.26019648,0.02,0.480769231,8,65567,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.266780036,0.11,0.336538462,4,5410,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.581558735,0.02,0.548076923,17,34738,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,1
0.130326221,0.04,0.538461538,11,27003,0,2,8,0,0,999,3,0,3731,1579,0,0,1,1,0,1,1,1,0
0.250437676,0.03,0.596153846,1,73430,1,0,6,0,1,998,3,2,3655,1620,0,0,1,1,0,0,1,1,0
1.103838905,0.01,0.673076923,15,4076,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.168544466,0.02,0.365384615,21,17804,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.122606256,0.06,0.432692308,11,27003,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
1.091343108,0.13,0.759615385,1,73430,2,2,0,1,1,1197,4,0,3990,1745,1,1,1,1,1,1,1,1,0
0.095046903,0.06,0.423076923,19,6112,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
0.589823734,0.0,0.403846154,15,4076,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,1
0.916231676,0.09,0.336538462,11,27003,0,2,8,0,0,999,3,0,3731,1579,0,0,1,1,0,1,1,1,0
0.093615866,0.12,0.317307692,19,6112,1,0,6,0,1,998,3,2,3655,1620,0,0,1,1,0,0,1,1,0
0.711718222,0.09,0.413461538,11,27003,3,1,2,1,1,1498,4,0,3995,1695,1,0,1,1,1,1,1,1,0
0.908590375,0.15,0.519230769,13,3264,3,2,0,1,1,1197,4,0,3995,1735,1,1,1,1,1,1,1,1,0
1.229335961,0.13,0.480769231,20,8794,0,2,8,0,0,999,3,0,3731,1579,0,0,1,1,0,1,1,1,0
1.045987023,0.08,0.326923077,17,34738,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
0.386831046,0.03,0.548076923,17,34738,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.006172471,0.0,0.663461538,11,27003,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.84697395,0.06,0.375,5,7788,1,0,6,0,1,998,3,2,3655,1620,0,0,1,1,0,0,1,1,0
0.463886343,0.01,0.413461538,15,4076,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.195546438,0.06,0.5,5,7788,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
1.177196837,0.01,0.471153846,19,6112,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
0.719095671,0.09,0.298076923,17,34738,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
0.314170019,0.0,0.326923077,2,6108,3,1,2,1,1,1498,4,0,3995,1695,1,0,1,1,1,1,1,1,0
0.717819648,0.09,0.365384615,4,5410,1,0,6,0,1,998,3,2,3655,1620,0,0,1,1,0,0,1,1,0
0.186876948,0.02,0.538461538,11,27003,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
1.141553287,0.13,0.307692308,11,27003,0,2,8,0,0,999,3,0,3731,1579,0,0,1,1,0,1,1,1,0
1.126017835,0.02,0.432692308,21,17804,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.535119087,0.06,0.557692308,15,4076,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
0.626141099,0.04,0.490384615,15,4076,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
1.244892543,0.06,0.557692308,20,8794,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.050976713,0.01,0.490384615,15,4076,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.265375524,0.14,0.567307692,5,7788,0,2,8,0,0,999,3,0,3731,1579,0,0,1,1,0,1,1,1,0
0.846705916,0.11,0.346153846,19,6112,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
1.085017644,0.11,0.625,15,4076,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
0.003011649,0.07,0.336538462,17,34738,5,0,7,0,1,1196,4,1,3675,1475,0,0,0,0,0,0,0,1,0
0.11740555,0.16,0.298076923,20,8794,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.970232169,0.12,0.596153846,20,8794,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
0.035381679,0.0,0.509615385,3,34791,5,0,7,0,1,1196,4,1,3675,1475,0,0,0,0,0,0,0,1,0
0.644812004,0.04,0.317307692,20,8794,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
0.310637188,0.0,0.307692308,1,73430,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.082672903,0.02,0.432692308,20,8794,5,0,7,0,1,1196,4,1,3675,1475,0,0,0,0,0,0,0,1,0
0.011909547,0.05,0.298076923,20,8794,5,0,7,0,1,1196,4,1,3675,1475,0,0,0,0,0,0,0,1,0
0.097662542,0.17,0.355769231,19,6112,5,0,7,0,1,1196,4,1,3675,1475,0,0,0,0,0,0,0,1,0
0.042956153,0.01,0.490384615,20,8794,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.829444412,0.14,0.5,13,3264,2,2,0,1,1,1197,4,0,3990,1745,1,1,1,1,1,1,1,1,0
0.572811013,0.0,0.451923077,15,4076,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.049571466,0.16,0.365384615,15,4076,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
1.119060017,0.09,0.442307692,11,27003,3,2,0,1,1,1197,4,0,3995,1735,1,1,1,1,1,1,1,1,0
0.082114395,0.02,0.538461538,20,8794,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
1.097355792,0.06,0.692307692,20,8794,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
1.188735054,0.01,0.548076923,15,4076,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
0.243805263,0.11,0.471153846,4,5410,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.856783674,0.04,0.567307692,15,4076,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.50868459,0.17,0.317307692,1,73430,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.505971205,0.1,0.461538462,5,7788,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.713224773,0.11,0.548076923,4,5410,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,1
0.481534006,0.0,0.480769231,2,6108,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.792758785,0.12,0.461538462,6,290,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
1.230649274,0.11,0.509615385,15,4076,3,1,2,1,1,1498,4,0,3995,1695,1,0,1,1,1,1,1,1,1
0.360812786,0.15,0.538461538,17,34738,1,0,6,0,1,998,3,2,3655,1620,0,0,1,1,0,0,1,1,0
0.367324143,0.07,0.461538462,17,34738,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
1.20061188,0.16,0.548076923,5,7788,3,2,0,1,1,1197,4,0,3995,1735,1,1,1,1,1,1,1,1,0
0.499108095,0.06,0.451923077,5,7788,0,2,8,0,0,999,3,0,3731,1579,0,0,1,1,0,1,1,1,0
0.554690763,0.01,0.442307692,17,34738,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.129402881,0.01,0.605769231,0,4990,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.496399465,0.02,0.653846154,0,4990,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.741507013,0.03,0.538461538,0,4990,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
1.127508612,0.11,0.355769231,0,4990,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
1.014184102,0.06,0.567307692,21,17804,2,2,0,1,1,1197,4,0,3990,1745,1,1,1,1,1,1,1,1,0
1.18717184,0.16,0.394230769,16,21622,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
1.206517233,0.05,0.317307692,3,34791,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.080183876,0.1,0.471153846,11,27003,2,2,0,1,1,1197,4,0,3990,1745,1,1,1,1,1,1,1,1,0
0.497440572,0.05,0.384615385,5,7788,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
1.23157695,0.02,0.740384615,11,27003,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.327536733,0.01,0.451923077,11,27003,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.08853741,0.0,0.5,15,4076,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.089977909,0.01,0.355769231,15,4076,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
1.100036941,0.16,0.538461538,17,34738,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.313253351,0.1,0.634615385,17,34738,2,2,0,1,1,1197,4,0,3990,1745,1,1,1,1,1,1,1,1,0
1.035097093,0.03,0.634615385,5,7788,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.168949111,0.0,0.778846154,17,34738,1,0,6,0,1,998,3,2,3655,1620,0,0,1,1,0,0,1,1,0
0.063643819,0.1,0.317307692,5,7788,3,1,2,1,1,1498,4,0,3995,1695,1,0,1,1,1,1,1,1,0
1.078771784,0.1,0.346153846,17,34738,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.192270229,0.05,0.5,11,27003,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
1.098619644,0.15,0.480769231,4,5410,1,0,6,0,1,998,3,2,3655,1620,0,0,1,1,0,0,1,1,0
0.601783338,0.07,0.625,20,8794,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,1
0.191961529,0.03,0.317307692,3,34791,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
1.105073107,0.09,0.509615385,5,7788,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
1.177935496,0.02,0.413461538,19,6112,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
1.224567665,0.2,0.346153846,20,8794,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,1
0.181748628,0.04,0.701923077,17,34738,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.876490475,0.03,0.413461538,11,27003,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.530146015,0.13,0.711538462,17,34738,0,2,8,0,0,999,3,0,3731,1579,0,0,1,1,0,1,1,1,0
1.188213186,0.06,0.432692308,20,8794,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.656396715,0.02,0.384615385,15,4076,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,1
0.134531098,0.02,0.442307692,20,8794,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
1.186180179,0.03,0.894230769,20,8794,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
0.13530173,0.02,0.394230769,17,34738,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
1.001971546,0.15,0.336538462,4,5410,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
1.21333842,0.18,0.788461538,7,16206,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
0.510291049,0.08,0.307692308,5,7788,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.767227877,0.01,0.605769231,20,8794,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
1.147300027,0.05,0.644230769,20,8794,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.302095924,0.03,0.317307692,19,6112,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
1.143217036,0.16,0.519230769,20,8794,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.122765451,0.02,0.567307692,17,34738,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.002986774,0.18,0.576923077,17,34738,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
0.863489593,0.15,0.442307692,20,8794,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.827484293,0.09,0.634615385,4,5410,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
1.136430743,0.1,0.567307692,4,5410,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.134072736,0.08,0.384615385,1,73430,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.726886797,0.02,0.461538462,5,7788,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
1.123467738,0.04,0.326923077,17,34738,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.794020082,0.04,0.471153846,17,34738,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.07176969,0.02,0.432692308,18,13051,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.183642954,0.09,0.394230769,17,34738,1,0,6,0,1,998,3,2,3655,1620,0,0,1,1,0,0,1,1,0
1.077598812,0.06,0.451923077,5,7788,1,0,6,0,1,998,3,2,3655,1620,0,0,1,1,0,0,1,1,0
0.83002225,0.04,0.519230769,0,4990,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.5515242,0.0,0.538461538,17,34738,2,1,3,1,1,1497,4,0,3990,1755,0,0,1,1,0,0,1,1,0
0.823580964,0.01,0.605769231,16,21622,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
1.104065156,0.12,0.519230769,20,8794,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
0.659891656,0.11,0.480769231,0,4990,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
0.676312671,0.07,0.307692308,11,27003,3,1,2,1,1,1498,4,0,3995,1695,1,0,1,1,1,1,1,1,0
0.034113962,0.01,0.365384615,11,27003,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
1.208663596,0.05,0.5,20,8794,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.372944701,0.06,0.490384615,16,21622,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.72820566,0.11,0.346153846,5,7788,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
1.183778057,0.02,0.432692308,20,8794,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
1.027128331,0.05,0.596153846,20,8794,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
1.228063694,0.06,0.519230769,5,7788,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
1.220231715,0.02,0.461538462,20,8794,5,0,7,0,1,1196,4,1,3675,1475,0,0,0,0,0,0,0,1,0
0.581977156,0.03,0.625,15,4076,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
1.03762041,0.08,0.365384615,11,27003,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
